created_at,entry_id,field1,field2,field3,field4,field5,field6,field7
2023-10-09 22:01:14 UTC,116366,0,0,,,,,
2023-10-09 22:15:05 UTC,116392,,,26.596,66.33,5.358,1764.11268,142.50136799999999
2023-10-09 22:30:06 UTC,116393,,,26.631,72.086,7.246,1919.722266,192.96822600000002
2023-10-09 22:42:15 UTC,116371,0,0,,,,,
2023-10-09 22:43:15 UTC,116372,0,0,,,,,
2023-10-09 22:44:15 UTC,116373,0,0,,,,,
2023-10-09 22:45:06 UTC,116394,,,26.631,73.832,3.75,1966.2199919999998,99.86625000000001
2023-10-09 22:45:15 UTC,116374,0,0,,,,,
2023-10-09 22:46:15 UTC,116375,0,0,,,,,
2023-10-09 22:47:15 UTC,116376,0,0,,,,,
2023-10-09 22:48:15 UTC,116377,0,0,,,,,
2023-10-09 22:49:15 UTC,116378,0,0,,,,,
2023-10-09 22:50:15 UTC,116379,0,0,,,,,
2023-10-09 22:51:15 UTC,116380,0,0,,,,,
2023-10-09 22:52:15 UTC,116381,0,0,,,,,
2023-10-09 22:53:15 UTC,116382,0,0,,,,,
2023-10-09 22:54:15 UTC,116383,0,0,,,,,
2023-10-09 22:55:15 UTC,116384,0,0,,,,,
2023-10-09 22:56:15 UTC,116385,0,0,,,,,
2023-10-09 22:57:15 UTC,116386,0,0,,,,,
2023-10-09 22:58:15 UTC,116387,0,0,,,,,
2023-10-09 22:59:15 UTC,116388,0,0,,,,,
2023-10-09 23:00:15 UTC,116389,0,0,,,,,
2023-10-09 23:01:15 UTC,116390,0,0,,,,,
