created_at,entry_id,field1,field2,field3,field4,field5,field6,field7
2023-09-26 18:56:37 UTC,108891,1.9,1900.594605,,,,,
2023-09-26 18:57:37 UTC,108892,3.5,11880.448125,,,,,
2023-09-26 18:58:37 UTC,108893,2.9,6758.069955,,,,,
2023-09-26 18:59:37 UTC,108894,4.8,30644.49024,,,,,
2023-09-26 19:00:05 UTC,108919,,,24.319,1.116,4.965,27.140004,120.74383499999999
2023-09-26 19:15:06 UTC,108920,,,24.286,1.13,1.731,27.443179999999998,42.039066000000005
2023-09-26 19:30:05 UTC,108921,,,24.216,1.144,2.256,27.703104,54.631296
2023-09-26 19:40:37 UTC,108899,2.9,6758.069955,,,,,
2023-09-26 19:41:38 UTC,108900,3.2,9079.848960000003,,,,,
2023-09-26 19:42:38 UTC,108901,0.7,95.043585,,,,,
2023-09-26 19:43:38 UTC,108902,1.3,608.7777150000001,,,,,
2023-09-26 19:44:38 UTC,108903,2.4,3830.56128,,,,,
2023-09-26 19:45:05 UTC,108922,,,24.22,1.152,2.115,27.901439999999997,51.225300000000004
2023-09-26 19:45:38 UTC,108904,0.6,59.85252,,,,,
2023-09-26 19:46:38 UTC,108905,1.9,1900.594605,,,,,
2023-09-26 19:47:38 UTC,108906,3.1,8254.937145000002,,,,,
2023-09-26 19:48:38 UTC,108907,2.5,4329.609375,,,,,
2023-09-26 19:49:38 UTC,108908,4.4,23604.06048000001,,,,,
2023-09-26 19:50:38 UTC,108909,4.6,26971.318919999998,,,,,
2023-09-26 19:51:38 UTC,108910,1.8,1616.0180400000004,,,,,
2023-09-26 19:52:38 UTC,108911,2.4,3830.56128,,,,,
2023-09-26 19:53:38 UTC,108912,5.9,56909.49400500001,,,,,
2023-09-26 19:54:38 UTC,108913,2.7,5454.060885000002,,,,,
2023-09-26 19:55:38 UTC,108914,1,277.095,,,,,
2023-09-26 19:56:38 UTC,108915,1.8,1616.0180400000004,,,,,
2023-09-26 19:57:38 UTC,108916,1.7,1361.367735,,,,,
2023-09-26 19:58:38 UTC,108917,1.7,1361.367735,,,,,
