created_at,entry_id,field1,field2,field3,field4,field5,field6,field7
2023-10-10 18:58:21 UTC,116863,0.1,0.2770950000000001,,,,,
2023-10-10 18:59:21 UTC,116864,0,0,,,,,
2023-10-10 19:00:06 UTC,116894,,,24.39,1.2,5.36,29.268,130.7304
2023-10-10 19:00:21 UTC,116865,0.6,59.85252,,,,,
2023-10-10 19:01:21 UTC,116866,5.3,41253.072315,,,,,
2023-10-10 19:15:06 UTC,116895,,,24.329,1.208,8.388,29.389432,204.071652
2023-10-10 19:30:05 UTC,116896,,,24.415,1.203,7.737,29.371245000000002,188.898855
2023-10-10 19:42:21 UTC,116874,3.4,10890.94188,,,,,
2023-10-10 19:43:21 UTC,116875,2.8,6082.78944,,,,,
2023-10-10 19:44:21 UTC,116876,4.8,30644.49024,,,,,
2023-10-10 19:45:06 UTC,116897,,,24.623,1.219,9.574,30.015437000000002,235.740602
2023-10-10 19:45:21 UTC,116877,1.8,1616.0180400000004,,,,,
2023-10-10 19:46:21 UTC,116878,5,34636.875,,,,,
2023-10-10 19:47:21 UTC,116879,4.1,19097.664494999997,,,,,
2023-10-10 19:48:21 UTC,116880,4.8,30644.49024,,,,,
2023-10-10 19:49:21 UTC,116881,5,34636.875,,,,,
2023-10-10 19:50:21 UTC,116882,1.5,935.1956250000001,,,,,
2023-10-10 19:51:22 UTC,116883,2.3,3371.4148649999997,,,,,
2023-10-10 19:52:21 UTC,116884,2,2216.76,,,,,
2023-10-10 19:53:21 UTC,116885,2.6,4870.2217200000005,,,,,
2023-10-10 19:54:21 UTC,116886,1.1,368.8134450000002,,,,,
2023-10-10 19:55:21 UTC,116887,2.2,2950.5075600000014,,,,,
2023-10-10 19:56:21 UTC,116888,2.1,2566.1767950000003,,,,,
2023-10-10 19:57:21 UTC,116889,1.3,608.7777150000001,,,,,
2023-10-10 19:58:21 UTC,116890,1.7,1361.367735,,,,,
2023-10-10 19:59:21 UTC,116891,4.6,26971.318919999998,,,,,
2023-10-10 20:00:06 UTC,116918,,,24.386,1.511,8.397,36.847246,204.769242
2023-10-10 20:00:21 UTC,116892,2.5,4329.609375,,,,,
2023-10-10 20:01:21 UTC,116893,0.4,17.734080000000006,,,,,
2023-10-10 20:15:06 UTC,116919,,,24.348,2.853,7.323,69.464844,178.30040400000001
