created_at,entry_id,field1,field2,field3,field4,field5,field6,field7
2023-10-17 12:00:05 UTC,120711,,,24.862,1.511,17.69,37.56648199999999,439.80878
2023-10-17 12:00:09 UTC,120683,0,0,,,,,
2023-10-17 12:01:09 UTC,120684,0,0,,,,,
2023-10-17 12:02:09 UTC,120685,0,0,,,,,
2023-10-17 12:03:09 UTC,120686,0,0,,,,,
2023-10-17 12:15:05 UTC,120712,,,24.564,1.529,16.296,37.558355999999996,400.294944
2023-10-17 12:30:06 UTC,120713,,,24.714,1.519,9.985,37.540566,246.76928999999998
2023-10-17 12:43:09 UTC,120691,0,0,,,,,
2023-10-17 12:44:09 UTC,120692,0,0,,,,,
2023-10-17 12:45:06 UTC,120714,,,24.564,1.5,13.401,36.846000000000004,329.182164
2023-10-17 12:45:09 UTC,120693,0,0,,,,,
2023-10-17 12:46:09 UTC,120694,0,0,,,,,
2023-10-17 12:47:09 UTC,120695,0,0,,,,,
2023-10-17 12:48:09 UTC,120696,0,0,,,,,
2023-10-17 12:49:09 UTC,120697,0,0,,,,,
2023-10-17 12:50:09 UTC,120698,0,0,,,,,
2023-10-17 12:51:09 UTC,120699,0,0,,,,,
2023-10-17 12:52:09 UTC,120700,0,0,,,,,
2023-10-17 12:53:09 UTC,120701,0,0,,,,,
2023-10-17 12:54:09 UTC,120702,0,0,,,,,
2023-10-17 12:55:09 UTC,120703,0,0,,,,,
2023-10-17 12:56:09 UTC,120704,0,0,,,,,
2023-10-17 12:57:09 UTC,120705,0,0,,,,,
2023-10-17 12:58:09 UTC,120706,0,0,,,,,
2023-10-17 12:59:09 UTC,120707,0,0,,,,,
2023-10-17 13:00:05 UTC,120735,,,24.787,1.513,19.037,37.502731,471.87011899999993
2023-10-17 13:00:09 UTC,120708,0,0,,,,,
2023-10-17 13:01:09 UTC,120709,0,0,,,,,
2023-10-17 13:02:09 UTC,120710,0,0,,,,,
2023-10-17 13:15:06 UTC,120736,,,24.735,1.519,19.909,37.572464999999994,492.44911499999995
2023-10-17 13:30:06 UTC,120737,,,24.951,1.508,19.374,37.626108,483.400674
2023-10-17 13:43:10 UTC,120715,0,0,,,,,
2023-10-17 13:44:10 UTC,120716,0,0,,,,,
